INMATEID,ADMITTED_DT,DISCHARGED_DT,CUSTODY_LEVEL,BRADH,RACE,GENDER,AGE,INMATE_STATUS_CODE,SEALED,SRG_FLG,TOP_CHARGE,INFRACTION,Penal Law OFFENSE,CLASS,CODE,DAYS_SINCE_ADMISSION
20216258,11/04/2021 01:44:51 PM,,MIN,N,O,M,51.0,DE,N,N,220.21,N,Criminal possession of a controlled substance in the first degree,A-I Felony,220.21,24
20216252,11/04/2021 01:56:52 AM,,MAX,Y,B,M,22.0,DE,N,N,110-125.27,Y,,,,24
20211891,11/04/2021 03:05:18 PM,,MED,Y,B,M,20.0,DE,N,Y,120.10,N,Assault in the first degree,B Violent Felony,120.10,24
20009042,11/04/2021 03:12:17 PM,,MAX,N,B,M,31.0,DEP,N,N,110-125.25,N,,,,24
21255,11/04/2021 03:33:07 PM,,,N,W,M,45.0,DPV,N,N,,N,,,,24
40000,11/04/2021 04:05:28 PM,,MIN,N,B,M,51.0,DE,N,N,120.00,N,Assault in the third degree,A Misdemeanor,120.00,24
20116850,11/04/2021 04:45:00 PM,,MED,N,W,M,43.0,DE,N,N,140.25,N,Burglary in the second degree,C Violent Felony,140.25,24
20216259,11/04/2021 05:04:00 PM,,MIN,N,B,M,26.0,DE,N,N,265.03,N,Criminal possession of a weapon in the second degree,C Violent Felony,265.03,24
78923,11/04/2021 05:31:07 PM,,MED,N,B,M,34.0,DE,N,N,110-125.25,N,,,,24
20041773,11/04/2021 05:35:50 PM,,MAX,N,B,M,27.0,DE,N,N,155.30,N,Grand larceny in the fourth degree,E Felony,155.30,24
20216262,11/04/2021 05:40:48 PM,,MIN,N,B,M,27.0,DE,N,N,140.25,N,Burglary in the second degree,C Violent Felony,140.25,24
20193015,11/04/2021 05:42:42 PM,,MAX,N,B,M,20.0,DE,N,N,105.15,N,Conspiracy in the second degree,B Felony,105.15,24
20048841,11/04/2021 05:43:07 PM,,MAX,Y,B,F,37.0,DE,N,N,160.15,N,Robbery in the first degree,B Violent Felony,160.15,24
20216263,11/04/2021 05:49:43 PM,,MIN,Y,B,M,41.0,DE,N,N,265.03,N,Criminal possession of a weapon in the second degree,C Violent Felony,265.03,24
20193782,11/04/2021 05:55:48 PM,,MIN,Y,W,M,44.0,DE,N,N,263.15,N,Promoting a sexual performance by a child,D Felony,263.15,24
1303,11/04/2021 06:17:22 PM,,MED,N,O,M,49.0,DE,N,N,,N,,,,24
20216266,11/04/2021 07:19:00 PM,,MIN,N,B,M,45.0,DEP,N,N,120.05,N,Assault in the second degree,D Violent Felony,120.05,24
1271,11/04/2021 07:31:00 PM,,MIN,N,B,M,50.0,DE,N,N,,N,,,,24
89321,11/04/2021 07:40:00 PM,,MED,N,B,M,38.0,DE,N,N,160.10,N,Robbery in the second degree,C Violent Felony,160.10,24
98156,11/04/2021 07:52:21 PM,,MAX,N,O,M,51.0,DEP,N,N,220.39,N,Criminal sale of a controlled substance in the third degree,B Felony,220.39,24
20213744,11/04/2021 08:58:02 PM,,MIN,N,B,M,25.0,DE,N,N,FOA 900.00,N,,,,24
20178386,11/04/2021 09:24:56 PM,,MED,Y,O,M,54.0,DPV,N,N,,N,,,,24
35705,11/04/2021 11:00:00 AM,,MIN,N,B,M,32.0,CS,N,N,110-265.03,N,,,,24
20197409,11/04/2021 11:57:15 PM,,MAX,N,W,M,28.0,DE,N,N,120.07,N,Gang assault in the first degree,B Violent Felony,120.07,24
13955,11/04/2021 12:23:12 AM,,MED,N,B,M,54.0,DE,N,N,155.25,N,Petit larceny,A Misdemeanor,155.25,24
20189618,11/04/2021 12:50:21 PM,,MED,N,B,M,23.0,DE,N,Y,160.10,N,Robbery in the second degree,C Violent Felony,160.10,24
20187539,11/05/2017 01:14:56 PM,,MAX,Y,B,M,22.0,DE,N,Y,125.25,Y,Murder in the second degree,A-I Felony,125.25,1484
20175571,11/05/2019 01:31:17 AM,,MED,Y,O,M,27.0,DE,N,N,215.51,Y,Criminal contempt in the first degree,E Felony,215.51,754
20171700,11/05/2019 10:02:03 PM,,MAX,N,B,M,25.0,DE,N,Y,125.25,Y,Murder in the second degree,A-I Felony,125.25,754
20211908,11/05/2020 01:57:49 AM,,MED,N,O,M,46.0,DE,N,N,125.25,N,Murder in the second degree,A-I Felony,125.25,388
20209625,11/05/2020 02:03:00 PM,,MAX,N,B,M,20.0,DE,N,Y,160.15,Y,Robbery in the first degree,B Violent Felony,160.15,388
105982,11/05/2020 03:46:41 PM,,MED,N,B,M,47.0,DE,N,Y,125.25,N,Murder in the second degree,A-I Felony,125.25,388
16014,11/05/2020 06:09:34 PM,,MIN,Y,O,M,38.0,DE,N,N,215.52,N,Aggravated criminal contempt,D Felony,215.52,388
20193436,11/05/2020 07:02:15 PM,,MIN,N,B,M,52.0,DE,N,N,160.10,N,Robbery in the second degree,C Violent Felony,160.10,388
20108477,11/05/2020 10:58:00 PM,,MAX,N,B,M,25.0,DEP,N,Y,125.25,Y,Murder in the second degree,A-I Felony,125.25,388
20211912,11/05/2020 12:23:00 PM,,MED,N,B,M,21.0,DE,N,N,110-125.25,Y,,,,388
20167232,11/05/2021 01:04:00 AM,,MED,N,O,M,27.0,DE,N,N,220.39,N,Criminal sale of a controlled substance in the third degree,B Felony,220.39,23
20195088,11/05/2021 01:12:43 PM,,MIN,N,O,M,30.0,DE,N,N,140.15,N,Criminal trespass in the second degree,A Misdemeanor,140.15,23
22312,11/05/2021 03:38:30 PM,,MED,N,W,M,58.0,DE,N,N,220.39,N,Criminal sale of a controlled substance in the third degree,B Felony,220.39,23
131130,11/05/2021 03:40:00 PM,,MAX,N,B,M,35.0,DE,N,Y,155.25,N,Petit larceny,A Misdemeanor,155.25,23
40193,11/05/2021 04:41:24 PM,,MED,Y,W,M,40.0,DPV,N,N,,N,,,,23
20131985,11/05/2021 04:51:57 PM,,MAX,Y,W,M,58.0,DE,N,N,120.05,N,Assault in the second degree,D Violent Felony,120.05,23
40622,11/05/2021 05:46:27 PM,,MIN,N,A,M,45.0,DE,N,N,120.00,N,Assault in the third degree,A Misdemeanor,120.00,23
79418,11/05/2021 06:03:48 PM,,MIN,N,B,M,42.0,DE,N,N,265.03,N,Criminal possession of a weapon in the second degree,C Violent Felony,265.03,23
20209247,11/05/2021 06:26:48 PM,,MED,Y,B,M,25.0,DEP,N,Y,145.00,N,Criminal mischief in the fourth degree,A Misdemeanor,145.00,23
20026002,11/05/2021 10:31:11 AM,,MED,N,B,M,31.0,DPV,N,N,,N,,,,23
64713,11/05/2021 11:18:00 PM,,MED,N,B,M,33.0,DEP,N,N,195.05,N,Obstructing governmental administration in the second degree,A Misdemeanor,195.05,23
20216271,11/05/2021 11:41:54 AM,,MIN,Y,B,M,21.0,DE,N,N,263.15,N,Promoting a sexual performance by a child,D Felony,263.15,23
20051995,11/05/2021 12:01:15 PM,,MAX,N,O,M,28.0,DPV,N,N,,N,,,,23
131093,11/05/2021 12:16:40 PM,,MED,N,B,M,43.0,DE,N,N,110-125.25,N,,,,23
20214141,11/05/2021 12:19:00 AM,,MED,N,B,M,20.0,DE,N,N,110-125.25,N,,,,23
103744,11/05/2021 12:25:00 AM,,MED,Y,B,F,44.0,DE,N,N,160.15,N,Robbery in the first degree,B Violent Felony,160.15,23
20213574,11/05/2021 12:58:00 PM,,MED,N,B,M,22.0,DE,N,N,125.20,N,Manslaughter in the first degree,B Violent Felony,125.20,23
20067053,11/06/2019 07:22:49 PM,,MAX,Y,O,M,26.0,DE,N,Y,125.27,Y,Murder in the first degree,A-I Felony,125.27,753
48285,11/06/2020 01:18:00 AM,,MED,Y,B,M,41.0,DE,N,Y,130.65,Y,Sexual abuse in the first degree,D Violent Felony,130.65,387
20211924,11/06/2020 03:39:58 PM,,MED,N,O,M,58.0,DEP,N,N,160.15,N,Robbery in the first degree,B Violent Felony,160.15,387
20064950,11/06/2020 07:35:50 PM,,MAX,N,B,M,27.0,DE,N,Y,140.30,Y,Burglary in the first degree,B Violent Felony,140.30,387
20216288,11/06/2021 01:01:23 PM,,MIN,Y,W,F,45.0,DE,N,N,FOA 900.00,N,,,,22
56467,11/06/2021 01:02:00 AM,,MAX,N,B,M,36.0,DEP,N,N,160.10,N,Robbery in the second degree,C Violent Felony,160.10,22
20182851,11/06/2021 04:02:22 AM,,MED,N,O,M,22.0,DPV,N,N,,N,,,,22
20153735,11/06/2021 04:08:43 PM,,MAX,N,O,M,23.0,DE,N,N,265.03,N,Criminal possession of a weapon in the second degree,C Violent Felony,265.03,22
55231,11/06/2021 04:09:47 PM,,MIN,N,B,M,38.0,DE,N,N,160.05,N,Robbery in the third degree,D Felony,160.05,22
20216291,11/06/2021 06:56:40 PM,,MIN,N,O,M,54.0,DE,N,N,220.21,N,Criminal possession of a controlled substance in the first degree,A-I Felony,220.21,22
117791,11/06/2021 07:01:41 PM,,MED,Y,B,M,36.0,DE,N,N,130.65,N,Sexual abuse in the first degree,D Violent Felony,130.65,22
20198183,11/06/2021 07:14:29 PM,,MAX,N,B,M,22.0,DE,N,Y,265.03,N,Criminal possession of a weapon in the second degree,C Violent Felony,265.03,22
93850,11/06/2021 07:23:39 PM,,MIN,N,B,M,38.0,DEP,N,N,120.05,N,Assault in the second degree,D Violent Felony,120.05,22
20209746,11/06/2021 08:05:34 PM,,MAX,N,B,M,21.0,DE,N,Y,125.25,N,Murder in the second degree,A-I Felony,125.25,22
20091092,11/06/2021 08:42:00 PM,,MAX,N,B,M,26.0,DE,N,Y,125.25,N,Murder in the second degree,A-I Felony,125.25,22
20034657,11/06/2021 08:59:05 PM,,MIN,N,B,M,53.0,DEP,N,N,220.16,N,Criminal possession of a controlled substance in the third degree,B Felony,220.16,22
20216294,11/06/2021 09:03:40 PM,,MED,N,B,M,27.0,DE,N,N,110-125.25,N,,,,22
85774,11/06/2021 10:34:27 PM,,MED,N,O,M,36.0,DE,N,N,140.25,N,Burglary in the second degree,C Violent Felony,140.25,22
20216283,11/06/2021 11:46:27 AM,,MED,N,B,M,44.0,DE,N,N,265.03,N,Criminal possession of a weapon in the second degree,C Violent Felony,265.03,22
94042,11/06/2021 11:56:33 AM,,MED,N,W,M,49.0,DPV,N,N,,N,,,,22
20191895,11/06/2021 12:04:51 AM,,MED,N,B,M,21.0,DPV,N,Y,,N,,,,22
20216284,11/06/2021 12:08:46 PM,,MED,N,B,M,18.0,DE,N,N,265.03,N,Criminal possession of a weapon in the second degree,C Violent Felony,265.03,22
20064823,11/06/2021 12:24:46 PM,,MED,N,B,M,28.0,DE,N,Y,265.03,N,Criminal possession of a weapon in the second degree,C Violent Felony,265.03,22
20152860,11/06/2021 12:51:06 PM,,MAX,N,B,M,23.0,DE,N,N,125.25,N,Murder in the second degree,A-I Felony,125.25,22
10006151,11/07/2020 02:43:00 PM,,MED,Y,B,M,34.0,DE,N,N,125.25,N,Murder in the second degree,A-I Felony,125.25,386
131038,11/07/2020 03:08:26 PM,,MED,N,B,M,30.0,DE,N,N,110-125.25,N,,,,386
133503,11/07/2020 05:15:50 PM,,MED,Y,B,M,44.0,DEP,N,Y,220.09,Y,Criminal possession of a controlled substance in the fourth degree,C Felony,220.09,386
20209756,11/07/2020 10:28:54 PM,,MED,Y,B,M,20.0,DE,N,N,110-125.25,Y,,,,386
124121,11/07/2020 12:36:35 AM,,MED,N,B,M,32.0,DE,N,Y,125.25,Y,Murder in the second degree,A-I Felony,125.25,386
149039,11/07/2021 01:02:44 AM,,MAX,N,B,M,32.0,DE,N,N,110-125.25,N,,,,21
20069600,11/07/2021 01:03:00 AM,,MAX,N,B,M,28.0,DEP,N,Y,,N,,,,21
20103493,11/07/2021 01:05:31 AM,,MED,N,B,M,54.0,DE,N,N,220.39,N,Criminal sale of a controlled substance in the third degree,B Felony,220.39,21
20165674,11/07/2021 04:15:54 PM,,MIN,Y,B,M,29.0,DE,N,N,130.52,N,Forcible touching,A Misdemeanor,130.52,21
156901,11/07/2021 04:57:25 AM,,MED,Y,B,M,53.0,DE,N,N,140.25,N,Burglary in the second degree,C Violent Felony,140.25,21
20161896,11/07/2021 05:04:32 PM,,MED,N,B,F,38.0,DE,N,N,160.15,N,Robbery in the first degree,B Violent Felony,160.15,21
117082,11/07/2021 06:22:17 PM,,MED,N,A,M,26.0,DEP,N,N,220.06,N,Criminal possession of a controlled substance in the fifth degree,D Felony,220.06,21
20101308,11/07/2021 06:59:24 PM,,MAX,Y,O,M,42.0,DEP,N,N,120.00,N,Assault in the third degree,A Misdemeanor,120.00,21
6500,11/07/2021 07:25:03 PM,,MAX,N,O,M,43.0,DE,N,Y,140.30,N,Burglary in the first degree,B Violent Felony,140.30,21
20216305,11/07/2021 07:44:14 PM,,MED,Y,O,F,25.0,DE,N,N,160.15,N,Robbery in the first degree,B Violent Felony,160.15,21
20135136,11/07/2021 09:05:31 PM,,MIN,N,B,M,34.0,DE,N,N,265.03,N,Criminal possession of a weapon in the second degree,C Violent Felony,265.03,21
792,11/07/2021 10:48:12 AM,,MED,N,B,M,38.0,DEP,N,N,155.25,N,Petit larceny,A Misdemeanor,155.25,21
20216299,11/07/2021 11:10:00 AM,,MIN,N,O,M,48.0,DE,N,N,120.03,N,Vehicular assault in the second degree,E Felony,120.03,21
27256,11/07/2021 11:11:40 AM,,MED,N,B,M,49.0,DE,N,N,160.15,N,Robbery in the first degree,B Violent Felony,160.15,21
20048247,11/07/2021 11:25:21 PM,,MED,N,B,M,48.0,DEP,N,N,265.03,N,Criminal possession of a weapon in the second degree,C Violent Felony,265.03,21
24133,11/07/2021 11:52:12 PM,,MIN,N,W,M,57.0,DE,N,N,265.03,N,Criminal possession of a weapon in the second degree,C Violent Felony,265.03,21
20143313,11/07/2021 12:19:27 PM,,MAX,N,B,M,23.0,DE,N,Y,265.09,N,Criminal use of a firearm in the first degree,B Violent Felony,265.09,21
20098864,11/08/2017 04:48:15 PM,,MAX,Y,B,M,32.0,DE,N,Y,125.25,Y,Murder in the second degree,A-I Felony,125.25,1481
20057526,11/08/2019 01:37:24 PM,,MED,N,B,M,43.0,DE,N,Y,110-125.25,Y,,,,751
136488,11/08/2019 04:32:06 PM,,MAX,Y,B,M,33.0,DE,N,N,150.15,Y,Arson in the second degree,B Violent Felony,150.15,751
20070054,11/08/2019 04:50:00 PM,,MAX,N,B,M,38.0,DEP,N,N,130.35,Y,Rape in the first degree,B Violent Felony,130.35,751
20208054,11/08/2019 12:30:00 PM,,MED,N,O,M,42.0,DE,N,N,125.25,N,Murder in the second degree,A-I Felony,125.25,751
20108791,11/08/2020 01:08:19 PM,,MED,Y,O,M,66.0,DEP,N,N,130.53,N,Persistent sexual abuse,E Violent Felony,130.53,385
20211424,11/08/2020 02:49:49 PM,,MAX,N,O,M,23.0,DE,N,N,220.39,Y,Criminal sale of a controlled substance in the third degree,B Felony,220.39,385
20210291,11/08/2020 07:00:39 PM,,MED,N,B,M,22.0,DE,N,Y,265.03,Y,Criminal possession of a weapon in the second degree,C Violent Felony,265.03,385
20193448,11/08/2021 01:00:41 PM,,MED,N,B,M,21.0,DE,N,N,265.03,N,Criminal possession of a weapon in the second degree,C Violent Felony,265.03,20
20021981,11/08/2021 01:05:00 PM,,MAX,N,O,M,43.0,CS,N,Y,265.01,N,Criminal possession of a weapon in the fourth degree,A Misdemeanor,265.01,20
20216317,11/08/2021 01:09:05 PM,,MED,N,O,M,32.0,DE,N,N,110-125.25,N,,,,20
20179795,11/08/2021 01:32:00 AM,,MAX,Y,O,M,32.0,DE,N,N,140.25,N,Burglary in the second degree,C Violent Felony,140.25,20
20216310,11/08/2021 01:49:12 AM,,MED,N,B,M,20.0,DE,N,N,125.25,N,Murder in the second degree,A-I Felony,125.25,20
5192,11/08/2021 02:00:00 PM,,MIN,N,B,M,44.0,SSR,N,N,265.01B,N,Criminal possession of a firearm,E Felony,265.01B,20
20143876,11/08/2021 03:38:14 PM,,MAX,N,B,M,26.0,DE,N,N,110-160.10,N,,,,20
20211995,11/08/2021 03:49:31 PM,,MAX,N,O,M,19.0,DE,N,Y,160.15,N,Robbery in the first degree,B Violent Felony,160.15,20
20213913,11/08/2021 03:53:13 PM,,MIN,Y,B,M,28.0,DE,N,N,130.52,N,Forcible touching,A Misdemeanor,130.52,20
6175,11/08/2021 04:13:31 PM,,MED,N,B,M,40.0,DE,N,N,110-125.25,N,,,,20
20213734,11/08/2021 04:21:54 PM,,MIN,N,B,M,28.0,CS,N,N,,N,,,,20
54616,11/08/2021 04:42:32 PM,,MED,N,B,M,65.0,DPV,N,N,,N,,,,20
20212176,11/08/2021 04:47:00 PM,,,N,B,M,19.0,DE,N,N,265.03,N,Criminal possession of a weapon in the second degree,C Violent Felony,265.03,20
20201706,11/08/2021 05:39:51 PM,,MED,N,B,M,21.0,CS,N,N,220.16,N,Criminal possession of a controlled substance in the third degree,B Felony,220.16,20
20207803,11/08/2021 05:58:12 PM,,MIN,N,W,M,63.0,DE,N,N,FOA 900.00,N,,,,20
20005711,11/08/2021 08:43:15 PM,,MED,Y,O,M,36.0,DE,N,N,140.20,N,Burglary in the third degree,D Felony,140.20,20
20201000,11/08/2021 09:10:50 PM,,MED,N,B,M,55.0,DEP,N,Y,140.25,N,Burglary in the second degree,C Violent Felony,140.25,20
20103809,11/08/2021 09:15:32 PM,,MIN,Y,O,M,29.0,DE,N,N,145.05,N,Criminal mischief in the third degree,E Felony,145.05,20
20216314,11/08/2021 10:52:44 AM,,MED,N,B,M,25.0,DE,N,N,110-125.25,N,,,,20
20061850,11/08/2021 11:39:27 AM,,MED,Y,B,M,28.0,DPV,N,N,,N,,,,20
20205677,11/08/2021 11:45:00 AM,,MAX,N,B,M,50.0,SSR,N,N,110-160.05,N,,,,20
20042200,11/08/2021 11:52:59 AM,,MAX,N,B,M,27.0,DEP,N,Y,265.03,N,Criminal possession of a weapon in the second degree,C Violent Felony,265.03,20
63636,11/08/2021 11:55:40 AM,,MED,N,B,M,30.0,DEP,N,N,120.14,N,Menacing in the second degree,A Misdemeanor,120.14,20
20080567,11/08/2021 11:58:19 AM,,MED,N,B,M,33.0,DE,N,N,160.10,N,Robbery in the second degree,C Violent Felony,160.10,20
56287,11/08/2021 12:01:11 PM,,MIN,N,O,M,49.0,DE,N,N,110-120.10,N,,,,20
20159875,11/08/2021 12:12:35 PM,,MAX,Y,B,M,28.0,CS,N,N,140.25,N,Burglary in the second degree,C Violent Felony,140.25,20
20216307,11/08/2021 12:13:27 AM,,MIN,N,B,M,50.0,DE,N,N,160.15,N,Robbery in the first degree,B Violent Felony,160.15,20
20213592,11/08/2021 12:17:46 PM,,MED,N,B,M,22.0,DE,N,N,265.03,N,Criminal possession of a weapon in the second degree,C Violent Felony,265.03,20
48354,11/08/2021 12:22:07 AM,,MIN,N,O,M,40.0,DE,N,N,265.03,N,Criminal possession of a weapon in the second degree,C Violent Felony,265.03,20
124608,11/08/2021 12:24:17 AM,,MIN,N,O,M,39.0,DE,N,N,265.02,N,Criminal possession of a weapon in the third degree,D Violent Felony,265.02,20
20180220,11/08/2021 12:43:09 PM,,MAX,N,O,M,23.0,DEP,N,Y,265.01,N,Criminal possession of a weapon in the fourth degree,A Misdemeanor,265.01,20
20077467,11/08/2021 12:49:00 PM,,MAX,N,B,M,31.0,DEP,N,N,120.00,N,Assault in the third degree,A Misdemeanor,120.00,20
125243,11/08/2021 12:50:00 PM,,MIN,N,B,M,32.0,DE,N,N,265.03,N,Criminal possession of a weapon in the second degree,C Violent Felony,265.03,20
20216308,11/08/2021 12:53:21 AM,,MED,N,O,M,22.0,DE,N,N,110-125.25,N,,,,20
20868,11/08/2021 12:58:49 AM,,MED,Y,B,M,58.0,DE,N,N,130.53,N,Persistent sexual abuse,E Violent Felony,130.53,20
4276,11/09/2018 01:40:01 AM,,MAX,Y,B,M,39.0,DE,N,Y,125.25,Y,Murder in the second degree,A-I Felony,125.25,1115
67435,11/09/2018 04:15:21 PM,,MED,N,B,M,34.0,DE,N,N,125.25,Y,Murder in the second degree,A-I Felony,125.25,1115
20211207,11/09/2020 05:23:13 PM,,MAX,N,O,M,19.0,DE,N,Y,110-125.25,Y,,,,384
20053384,11/09/2020 08:55:43 PM,,MAX,Y,B,M,27.0,DE,N,Y,125.25,Y,Murder in the second degree,A-I Felony,125.25,384
34675,11/09/2020 12:20:03 PM,,MAX,Y,O,M,32.0,DE,N,N,110-160.10,Y,,,,384
20211964,11/09/2020 12:35:50 PM,,MED,Y,B,M,28.0,DE,N,N,125.25,Y,Murder in the second degree,A-I Felony,125.25,384
90419,11/09/2021 01:05:00 AM,,,N,O,M,64.0,DE,N,N,140.20,N,Burglary in the third degree,D Felony,140.20,19
20205801,11/09/2021 01:15:00 AM,,MED,N,B,M,27.0,DE,N,N,140.25,N,Burglary in the second degree,C Violent Felony,140.25,19
13102,11/09/2021 02:17:47 PM,,MIN,Y,O,M,52.0,DPV,N,N,,N,,,,19
20216323,11/09/2021 03:05:08 PM,,MED,N,O,M,26.0,DE,N,N,160.15,N,Robbery in the first degree,B Violent Felony,160.15,19
20094675,11/09/2021 03:20:11 PM,,MAX,Y,B,M,26.0,DE,N,N,CO,N,,,,19
20081321,11/09/2021 03:26:48 PM,,MIN,Y,O,M,42.0,DE,N,N,140.25,N,Burglary in the second degree,C Violent Felony,140.25,19
136353,11/09/2021 03:48:00 PM,,MAX,N,B,M,43.0,DE,N,N,140.25,N,Burglary in the second degree,C Violent Felony,140.25,19
20216324,11/09/2021 03:57:26 PM,,MED,N,O,M,26.0,DE,N,N,125.25,N,Murder in the second degree,A-I Felony,125.25,19
20047116,11/09/2021 04:15:18 PM,,MED,N,B,M,28.0,DE,N,N,265.03,N,Criminal possession of a weapon in the second degree,C Violent Felony,265.03,19
20216325,11/09/2021 04:35:33 PM,,,N,B,F,36.0,CS,N,N,120.05,N,Assault in the second degree,D Violent Felony,120.05,19
83179,11/09/2021 05:36:44 PM,,MIN,N,B,M,52.0,DEP,N,N,120.00,N,Assault in the third degree,A Misdemeanor,120.00,19
76930,11/09/2021 07:40:39 PM,,MED,Y,B,M,44.0,DEP,N,N,160.10,N,Robbery in the second degree,C Violent Felony,160.10,19
20196005,11/09/2021 08:40:00 PM,,MAX,N,B,M,22.0,DE,N,Y,110-125.25,N,,,,19
20216329,11/09/2021 08:41:00 PM,,MED,N,O,M,18.0,DE,N,N,265.03,N,Criminal possession of a weapon in the second degree,C Violent Felony,265.03,19
20216332,11/09/2021 09:26:04 PM,,MED,Y,B,M,22.0,DE,N,N,125.25,N,Murder in the second degree,A-I Felony,125.25,19
34751,11/09/2021 10:48:32 AM,,MIN,Y,O,M,38.0,DPV,N,N,,N,,,,19
130412,11/09/2021 11:00:28 AM,,MED,N,B,M,59.0,DPV,N,N,,N,,,,19
20210957,11/09/2021 11:10:05 AM,,MIN,N,O,M,29.0,CS,N,N,,N,,,,19
55166,11/09/2021 11:18:58 AM,,MED,Y,O,M,38.0,DPV,N,N,,N,,,,19
43150,11/09/2021 11:41:11 AM,,MIN,N,B,M,35.0,DNS,N,N,220.06,N,Criminal possession of a controlled substance in the fifth degree,D Felony,220.06,19
20212336,11/09/2021 11:48:31 AM,,MIN,N,O,M,35.0,DE,N,N,120.04,N,Vehicular assault in the first degree,D Felony,120.04,19
20196994,11/09/2021 11:54:26 AM,,MIN,Y,O,F,34.0,SSR,N,N,120.25,N,Reckless endangerment in the first degree,D Felony,120.25,19
20184088,11/09/2021 11:59:34 PM,,MED,N,B,M,24.0,DE,N,N,160.15,N,Robbery in the first degree,B Violent Felony,160.15,19
20114175,11/09/2021 11:59:43 AM,,MED,N,O,M,30.0,DPV,N,N,,N,,,,19
20131842,11/09/2021 12:10:46 PM,,MED,N,O,M,45.0,DE,N,N,130.50,N,Criminal sexual act in the first degree,B Violent Felony,130.50,19
20065043,11/09/2021 12:17:29 AM,,MAX,N,O,M,38.0,DE,N,N,110-125.25,N,,,,19
2001,11/09/2021 12:19:00 PM,,MIN,Y,B,F,39.0,DPV,N,N,,N,,,,19
20083773,11/09/2021 12:49:36 PM,,MIN,N,B,M,56.0,DE,N,N,140.20,N,Burglary in the third degree,D Felony,140.20,19
20126980,11/09/2021 12:55:52 PM,,MIN,N,O,M,36.0,CS,N,N,220.50,N,Criminally using drug paraphernalia in the second degree,A Misdemeanor,220.50,19
16847,11/09/2021 12:59:53 PM,,MAX,Y,B,F,34.0,DE,N,N,140.25,N,Burglary in the second degree,C Violent Felony,140.25,19
69487,11/10/2020 01:31:44 AM,,MIN,N,B,M,46.0,DE,N,N,215.51,N,Criminal contempt in the first degree,E Felony,215.51,383
20156815,11/10/2020 10:07:49 PM,,MAX,Y,O,M,24.0,DNS,N,Y,,Y,,,,383
20216338,11/10/2021 01:04:15 PM,,MED,N,B,M,20.0,DE,N,N,110-125.25,N,,,,18
20216334,11/10/2021 01:09:41 AM,,MED,N,B,M,22.0,DE,N,N,110-120.10,N,,,,18
20082634,11/10/2021 02:14:20 PM,,MED,Y,W,M,44.0,DE,N,N,CO,N,,,,18
29538,11/10/2021 02:23:27 PM,,MED,Y,B,M,33.0,DE,N,N,CO,N,,,,18
20027940,11/10/2021 03:24:14 PM,,MED,N,B,M,32.0,DPV,N,N,,N,,,,18
48200,11/10/2021 03:35:21 PM,,MED,Y,B,M,42.0,DPV,N,N,,N,,,,18
20214234,11/10/2021 04:03:44 PM,,MED,N,O,M,19.0,DE,N,N,FOA 900.00,N,,,,18
20199865,11/10/2021 04:15:00 PM,,MIN,N,O,M,33.0,DE,N,N,120.05,N,Assault in the second degree,D Violent Felony,120.05,18
20214576,11/10/2021 04:18:00 PM,,MIN,N,B,M,27.0,DE,N,N,265.03,N,Criminal possession of a weapon in the second degree,C Violent Felony,265.03,18
20127662,11/10/2021 04:41:43 AM,,MIN,N,B,M,41.0,SSR,N,N,160.10,N,Robbery in the second degree,C Violent Felony,160.10,18
55028,11/10/2021 04:48:10 PM,,MED,N,B,M,35.0,DPV,N,N,,N,,,,18
20211761,11/10/2021 04:56:30 AM,,MIN,N,O,M,26.0,DE,N,N,110-140.25,N,,,,18
53635,11/10/2021 05:03:59 PM,,MED,Y,B,M,42.0,DPV,N,N,,N,,,,18
20058863,11/10/2021 05:20:32 PM,,MAX,N,O,M,41.0,DE,N,N,160.15,N,Robbery in the first degree,B Violent Felony,160.15,18
24435,11/10/2021 05:38:00 PM,,MED,Y,B,M,59.0,DE,N,N,165.45,N,Criminal possession of stolen property in the fourth degree,E Felony,165.45,18
20208596,11/10/2021 06:20:08 PM,,MIN,Y,B,M,29.0,DE,N,N,CO,N,,,,18
20026967,11/10/2021 06:23:54 PM,,MIN,Y,W,M,60.0,DEP,N,N,AC 000.00,N,,,,18
127915,11/10/2021 09:00:47 PM,,MED,Y,B,M,31.0,DE,N,N,120.05,N,Assault in the second degree,D Violent Felony,120.05,18
11573,11/10/2021 09:12:59 PM,,,N,W,M,37.0,DE,N,N,145.20,N,Criminal tampering in the first degree,D Felony,145.20,18
20050168,11/10/2021 09:27:16 AM,,MIN,Y,B,F,50.0,DEP,N,N,AC 000.00,N,,,,18
134291,11/10/2021 10:31:42 AM,,MED,Y,B,M,40.0,DE,N,N,168-T,N,,,,18
20147931,11/10/2021 10:32:09 PM,,MED,N,B,M,53.0,DE,N,N,220.43,N,Criminal sale of a controlled substance in the first degree,A-I Felony,220.43,18
11376,11/10/2021 10:51:49 AM,,MIN,N,B,M,41.0,DPV,N,N,,N,,,,18
20169304,11/10/2021 11:30:00 AM,,MIN,N,W,M,45.0,SSR,N,N,460.20,N,Enterprise corruption,B Felony,460.20,18
20216343,11/10/2021 11:36:11 PM,,MIN,N,W,M,43.0,DE,N,N,220.21,N,Criminal possession of a controlled substance in the first degree,A-I Felony,220.21,18
